0.70629585,0.85476005,0.14169729
0.32514244,0.94323796,0.5004717
0.33624077,0.9132484,0.358051
0.32370016,0.38862622,0.5598032
0.08060646,0.87768036,0.8758116
0.38360116,0.81977504,0.7588385
0.83533657,0.26182815,0.009072535
0.8867881,0.7053343,0.5513911
0.6178588,0.95870113,0.8803328
0.32817036,0.8915961,0.5282321
0.6475925,0.5679161,0.46445727
0.06622146,0.37222257,0.2335907
0.2290843,0.9134432,0.8933699
0.36018014,0.1567668,0.944463
0.45901662,0.07729225,0.2972966
0.89915985,0.7341073,0.452607
0.8035131,0.9876549,0.58684635
0.6363429,0.8461858,0.5388283
0.85276556,0.08353525,0.6539714
0.90083545,0.5632459,0.6835563
0.7065476,0.110837825,0.084646486
0.3240972,0.42576292,0.6640369
0.359238,0.21824585,0.83015466
0.8155941,0.3097791,0.5703951
0.50729847,0.7162672,0.45162496
0.4473215,0.6460933,0.92805165
0.73551476,0.9085952,0.12771358
0.028982487,0.21315724,0.87271863
0.6149882,0.5328761,0.22176214
0.62346745,0.77043146,0.6961162
0.1687105,0.7488831,0.9311545
0.8773509,0.40766057,0.8967528
0.66846263,0.37197503,0.33401075
0.6854456,0.077330366,0.7562718
0.7508556,0.4488144,0.5434624
0.5404859,0.6021187,0.9501981
0.8677307,0.9186719,0.778056
0.6218955,0.17314732,0.008128102
0.5071147,0.6286381,0.18380173
0.18501179,0.57475525,0.39311352
0.3265198,0.40491325,0.27866903
0.6974321,0.32421795,0.038230766
0.08944158,0.48872024,0.8297952
0.83895236,0.16932076,0.3018491
0.691795,0.29530525,0.4987358
0.41617692,0.5256788,0.97081596
0.2187025,0.5236646,0.1986827
0.63023084,0.6904592,0.15520665
0.93294096,0.04344398,0.4349082
0.33043915,0.24684612,0.3971726
0.21351358,0.7212206,0.24025346
0.8948576,0.32135805,0.48238164
0.66254956,0.47504327,0.2797275
0.7429756,0.042827345,0.97424984
0.2752423,0.16989446,0.53410673
0.9242438,0.32332113,0.13858701
0.5822203,0.6687714,0.4821526
0.22185561,0.5532401,0.8108928
0.5816937,0.4583369,0.9451787
0.8795563,0.8935346,0.0010780734
0.3392361,0.32180277,0.8677897
0.7771548,0.968419,0.09302814
0.9133853,0.7720335,0.32049692
0.13543648,0.38670316,0.8991998
0.2857631,0.73421824,0.6076155
0.34136334,0.561174,0.6608459
0.77508044,0.8068685,0.6963793
0.20065801,0.082414985,0.47038224
0.7109497,0.0033379698,0.8861056
0.04548357,0.8758916,0.09156798
0.33063492,0.7665738,0.44159272
0.82207495,0.29601458,0.11348232
0.46147475,0.4745439,0.7723408
0.2127226,0.1716976,0.70995086
0.014419991,0.9092776,0.96883136
0.44312772,0.9425119,0.6341056
0.7200104,0.90549505,0.746723
0.85227615,0.58656776,0.97601134
0.938808,0.8186714,0.13735832
0.37229168,0.76438564,0.885124
0.9351272,0.90920764,0.4911135
0.7459543,0.3318283,0.09170451
0.8996111,0.51918405,0.96255046
0.67501116,0.53677297,0.57614565
0.33932042,0.32779297,0.6392565
0.9730266,0.7771781,0.7889031
0.7856795,0.6364843,0.92901576
0.696371,0.52342486,0.028327761
0.73162526,0.16271137,0.70133
0.24044469,0.9951589,0.48802575
0.30656266,0.99354464,0.80496657
0.36027262,0.48861837,0.8078545
0.94525373,0.15294819,0.1337404
0.09829062,0.64054286,0.9619159
0.6946617,0.39624113,0.6300211
0.45809764,0.83962184,0.33774608
0.54282284,0.6950375,0.49174428
0.1768716,0.6062141,0.24935722
0.13599588,0.11537986,0.98350513
0.94491214,0.7559807,0.3281128
0.2864304,0.6106158,0.43664992
0.87346864,0.19984095,0.031722847
0.21307224,0.19486357,0.18365896
0.58905065,0.40517503,0.13028027
0.38303924,0.016626121,0.3795768
0.9490721,0.552081,0.7609486
0.83217,0.06627229,0.057279926
0.8973058,0.94554716,0.80434805
0.17745055,0.45495513,0.83465827
0.020889366,0.8255792,0.2726293
0.80948985,0.30755106,0.15904158
0.4513932,0.11486522,0.36392733
0.53289884,0.5081503,0.24659105
0.40840104,0.6386196,0.15481526
0.57578963,0.58669657,0.9815788
0.9855687,0.26640993,0.12058516
0.51481116,0.69809294,0.9127188
0.51009166,0.9012778,0.3871353
0.5451085,0.62132365,0.48483434
0.9196086,0.57890856,0.67470247
0.07490706,0.34661123,0.577047
0.3112019,0.45594013,0.050609615
0.7233606,0.03884827,0.98609716
0.6096883,0.55181617,0.24793659
0.3435629,0.22520736,0.8794431
0.121026665,0.9474023,0.709649
0.841507,0.5777954,0.5207428
0.28047234,0.11432002,0.5800002
0.4680415,0.7100545,0.58202034
0.9269743,0.5056,0.72916126
0.40204555,0.9532567,0.8554828
0.84690124,0.49127835,0.63471836
0.6299643,0.864847,0.24093197
0.7683325,0.4405194,0.3066341
0.05674666,0.8966018,0.11245244
0.05083547,0.82762897,0.52044475
0.7082483,0.44331414,0.88858354
0.4734448,0.45376262,0.26691803
0.2562383,0.7681387,0.12142013
0.5268197,0.48653725,0.05057419
0.701723,0.33365923,0.1045885
0.09199586,0.014662045,0.651166
0.13434826,0.33283013,0.75399995
0.8025464,0.7510255,0.88915956
0.8138138,0.16142197,0.76099956
0.5268513,0.018266791,0.7889861
0.50273025,0.20207682,0.98890805
0.68381953,0.8891471,0.91093445
0.032431837,0.52130944,0.6567577
0.73541856,0.92915404,0.18621472
0.2679675,0.17014238,0.41253954
0.12605986,0.21108928,0.812634
0.5037774,0.6138559,0.7971803
0.10730505,0.17369325,0.97510654
0.032417595,0.7397341,0.5759756
0.32465637,0.36029133,0.5302521
0.25181192,0.56956834,0.54724574
0.43463567,0.6930702,0.33710992
0.7556042,0.4071859,0.42759964
0.46336263,0.73944885,0.22051093
0.36865607,0.43432346,0.8566016
0.98057395,0.99858373,0.6984849
0.6434273,0.5112216,0.35729772
0.8010585,0.5935233,0.9451878
0.8743934,0.88776004,0.6534485
0.06668652,0.43115988,0.66492176
0.16474724,0.24500392,0.5930268
0.2765464,0.3797115,0.5825975
0.785584,0.17144777,0.1951212
0.19290577,0.8429468,0.502115
0.81282693,0.08654784,0.5008736
0.8155132,0.8989935,0.17028145
0.5602034,0.30340433,0.036185574
0.804561,0.35640994,0.56752235
0.46129763,0.58505815,0.5138923
0.93543506,0.11135798,0.5978177
0.46712336,0.7445555,0.9286958
0.700035,0.24578151,0.51591057
0.9847084,0.4388833,0.8216419
0.9943531,0.7453244,0.6687947
0.41477028,0.8241203,0.80437577
0.8354406,0.99817824,0.10679149
0.73430943,0.012125866,0.86175865
0.8736558,0.9793459,0.90669715
0.35472205,0.45427397,0.9495398
0.6343887,0.67673403,0.5438028
0.67833936,0.067978255,0.0069178706
0.27266532,0.4117054,0.53638387
0.12999888,0.2142996,0.41667724
0.8216824,0.9135818,0.2149523
0.4279888,0.7264643,0.30349514
0.5699554,0.099905916,0.9677262
0.57526183,0.9823418,0.60742736
0.82752943,0.70852065,0.17321481
0.93674064,0.5280456,0.045318406
0.93548566,0.91143376,0.45444614
0.17145509,0.071243696,0.42370436
0.5273184,0.65402985,0.15349463
0.27600488,0.29212222,0.5092208
0.93590987,0.92748046,0.29318896
0.5228842,0.9408635,0.14191079
0.070190646,0.8146835,0.72135574
0.1276012,0.5445042,0.6342435
0.9938961,0.03922854,0.80850816
0.4141403,0.010234137,0.4849774
0.49818388,0.75301796,0.0908172
0.14041248,0.13946602,0.9183644
0.97015035,0.7772908,0.65971696
0.4643149,0.81887615,0.7399234
0.2950993,0.77842796,0.54450434
0.30041748,0.34572554,0.27230978
0.047810487,0.8876843,0.6484783
0.11127364,0.3718421,0.6167591
0.13970393,0.874196,0.03925207
0.7535088,0.18209486,0.41746897
0.6540282,0.69497895,0.46638995
0.30573517,0.56893015,0.46796677
0.0014015957,0.8566021,0.88709974
0.73102194,0.33728746,0.0031461827
0.66151816,0.68393844,0.289336
0.83442307,0.05397816,0.31685922
0.621615,0.95686966,0.04870346
0.44020194,0.68186563,0.52298814
0.6887129,0.85219646,0.7814645
0.2318437,0.47369483,0.8745112
0.373998,0.93168783,0.12930936
0.062043965,0.45309067,0.3667584
0.75538856,0.552341,0.27847964
0.9361318,0.04971188,0.9890281
0.5357202,0.15236951,0.79500574
0.37937835,0.6012251,0.28718582
0.6499538,0.16070883,0.6076483
0.957988,0.4903004,0.67184955
0.17433798,0.15970948,0.98733497
0.93133557,0.6404904,0.093687974
0.92857134,0.6716701,0.7941346
0.7277506,0.15393907,0.029231375
0.5017601,0.7209337,0.11517235
0.056620773,0.4534198,0.7403365
0.44781286,0.54588145,0.39640117
0.06713699,0.08057722,0.010472484
0.18512864,0.7478761,0.17095718
0.81870127,0.13698563,0.5379158
0.4962896,0.35168663,0.48559585
0.16196553,0.9244117,0.5623788
0.118185796,0.4129832,0.27332485
0.06394549,0.07090507,0.83427584
0.88788503,0.6276878,0.23585111
0.6867867,0.0314147,0.4922179
0.07543239,0.21106394,0.43570983
0.017083466,0.25588408,0.6530196
0.9173337,0.51733756,0.6126872
0.8286208,0.5111742,0.8738181
0.80474204,0.7415157,0.7072852
0.030655423,0.58063537,0.37806627
0.836956,0.17435677,0.57735616
0.31069565,0.31855586,0.77282405
0.115058616,0.5086904,0.8697399
0.7026634,0.3425564,0.97927415
